hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
ET316GFN,2340,C:\Windows\System32\thumbcache.dll,822665687fd0ce53f52443695a9632b5,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,172,C:\Windows\System32\secur32.dll,d9fd41e57930925b48163f38ef45ce4a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1988,C:\Windows\System32\xmllite.dll,60215c7b6abf1bebf7d20130fa218441,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,172,C:\Windows\System32\en-US\KernelBase.dll.mui,8fbabdd98fd4e5e1fb5a92317781f709,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,148,C:\Windows\System32\sspicli.dll,006736377a98eb7199f4edbb12fbb5f9,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2340,C:\Windows\System32\gdi32.dll,9222024e627a4a886a9f1cbdd9020989,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1207,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,c9f66e0e26088cfeb94d610bb3666ac1,false,false,,,
ET316GFN,6224,C:\Windows\System32\sspicli.dll,006736377a98eb7199f4edbb12fbb5f9,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,3708,C:\Windows\System32\advapi32.dll,d5c3ce2a0d52c7e41f2522e7f303c9bf,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,4052,C:\Windows\System32\netprofm.dll,dbc2350eaa1d70252f948840c805ff55,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2340,C:\Windows\System32\sspicli.dll,006736377a98eb7199f4edbb12fbb5f9,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,5788,C:\Windows\System32\ntmarta.dll,ddb79cd6255a703b6af475d946a390e4,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,5788,C:\Windows\System32\gpapi.dll,6cd3e9faa98b7e15e6285fe312085f7e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,4052,C:\Windows\System32\atl.dll,38f4e10d0184375402409ff83afd8348,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,6316,C:\Windows\System32\locale.nls,4d196fdf8c70d12446c70cdbdc21138a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1476,C:\Windows\System32\pnrpsvc.dll,e4d96e405cf11836332703626ac4a070,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,4052,C:\Windows\System32\wsnmp32.dll,41a35830dbe6106c364a9bcc81b79e2b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,3708,C:\Windows\System32\msctf.dll,7b28ddd4a0584ae07fb5d64c179f60d1,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2340,C:\Windows\System32\devrtl.dll,111570852a83705048055cea265a4bfb,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,3708,C:\Windows\System32\cryptbase.dll,d457fc4cba2afa53009565adca28b606,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1136,C:\Windows\System32\bcrypt.dll,4f93fbb95f69f62ec0e1896d87f63339,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,5458,C:\Program Files\Common Files\McAfee\CSP\3.0.127.0\McCSPServiceHost.exe,fc62765c21c951fa558b1a60010687e0,false,false,,,
ET316GFN,148,C:\Windows\System32\slc.dll,b92bc08997701e2269a18305f22c363d,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2752,C:\Windows\System32\schannel.dll,59c41f5c9658aa40dfc43a67c3132764,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2464,C:\Windows\System32\clbcatq.dll,8e9ce8caf30611f8cf4b969472cce897,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2340,C:\Windows\System32\winhttp.dll,8f56a758d7c79550d76846bc82e6f51c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,172,C:\Windows\System32\sqmapi.dll,27e1c3cf68efcad63346bcc59ba9b73e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1988,C:\Windows\System32\msasn1.dll,e459b007c3ff004e18eb2f64764e4541,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1136,C:\Windows\System32\apisetschema.dll,0eabac8728dd01aa50823c465b9e984a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2340,C:\Windows\System32\en-US\FXSRESM.dll.mui,2b362851eda72f6cd244ca17c0eacc52,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1988,C:\Windows\System32\pnrpnsp.dll,67b5c5918e5eb56e79e4158bf8f3e307,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2464,C:\Windows\System32\lpk.dll,55864f548c0bc132530aed7a43ff85d0,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,172,C:\Windows\System32\dhcpcsvc.dll,9d00e31a28bee87cc436445098b0f6cd,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,3640,C:\Windows\System32\secur32.dll,d9fd41e57930925b48163f38ef45ce4a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2464,C:\Windows\System32\ncrypt.dll,d769a9771a97c90fc45b26ddbd4ad166,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2464,C:\Windows\System32\authz.dll,2a61238707e723c3be87974ada1eec73,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1988,C:\Windows\System32\bcrypt.dll,4f93fbb95f69f62ec0e1896d87f63339,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,44,C:\Windows\System32\secur32.dll,d9fd41e57930925b48163f38ef45ce4a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,3640,C:\Windows\System32\authz.dll,2a61238707e723c3be87974ada1eec73,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,6316,C:\Windows\System32\rpcrt4.dll,6f90dc3e7327d56bdc0c046fb7a037c2,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,6316,C:\Windows\System32\sqmapi.dll,27e1c3cf68efcad63346bcc59ba9b73e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,5212,C:\Windows\System32\wintrust.dll,c337e5d2dd3e114c0273f6aef5035e71,true,true,The file is signed and the signature was verified.,Microsoft Windows,
ET316GFN,1476,C:\Windows\System32\cryptbase.dll,d457fc4cba2afa53009565adca28b606,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2340,C:\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db,0c5c0f1cf45e627ec6e72d336fe2989f,true,false,The form specified for the subject is not one supported or known by the specified trust provider.,,
ET316GFN,172,C:\Windows\System32\ole32.dll,79e9ca37e9e152ce6bd2a18992464f5e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,172,C:\Windows\System32\drt.dll,3005d20f36bb8b3bfbf18e1ef3a62491,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1248,C:\Windows\System32\ole32.dll,79e9ca37e9e152ce6bd2a18992464f5e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,6460,C:\Windows\System32\bcrypt.dll,4f93fbb95f69f62ec0e1896d87f63339,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,3264,C:\Windows\System32\RpcRtRemote.dll,43bdc16ec7d1e42d1d4265c2cac7ac90,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2464,C:\Windows\System32\en-US\crypt32.dll.mui,55b666ba3b0409da83e11e27bf5757b7,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2464,C:\Windows\System32\IPHLPAPI.DLL,213e4d5f9f2d4c230113da6bc13bae6b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,172,C:\Windows\Globalization\Sorting\SortDefault.nls,995f46e4b93816374435800eb152df41,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,4052,C:\Windows\System32\FirewallAPI.dll,d59915e4712b424293a46ce4758c4807,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,3264,C:\Windows\System32\nsi.dll,856d2689a03ccc27cfc2a9d54f813a80,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,44,C:\Windows\System32\drt.dll,3005d20f36bb8b3bfbf18e1ef3a62491,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,3264,C:\Windows\System32\pnrpsvc.dll,e4d96e405cf11836332703626ac4a070,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,1644,C:\Windows\System32\crypt32.dll,7e7a1b2b15516140b1cffbb24fd0f62f,true,true,The file is signed and the signature was verified.,Microsoft Windows,
ET316GFN,56,C:\Windows\System32\cryptsp.dll,bfe5e1b1368b3bcce662a3a8e54c5c57,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,2340,C:\Windows\System32\drprov.dll,c468070e7efae633271326ce76127201,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,3264,C:\Windows\System32\profapi.dll,de311a749b8d91a67b8a5972519698dd,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,4628,C:\Windows\System32\p2psvc.dll,7871fce8e19067498d09f59e6269d14f,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,6460,C:\Windows\System32\oleaut32.dll,af2c5ce8b6530d264d25d6d68cdd92b7,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ET316GFN,4052,C:\Windows\System32\fdPnp.dll,b45df8317ca33a1198cda42913b17049,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
